insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 342, 69980);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 107, 116404);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 6, 61907);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 235, 92311);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 488, 110270);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 445, 8912);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 376, 55927);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 321, 28865);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 281, 93545);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 187, 58871);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 422, 86002);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 319, 113490);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 9, 129350);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 148, 95553);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 361, 132284);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 119, 138449);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 488, 61429);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 453, 58494);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 496, 46822);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 256, 140883);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 298, 51646);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 62, 52659);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 267, 16334);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 33, 92814);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 485, 56371);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 165, 86294);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 109, 141093);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 112, 55148);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 319, 43792);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 498, 91263);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 239, 96409);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 293, 142767);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 370, 113904);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 382, 120096);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 386, 103431);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 58, 116324);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 408, 73117);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 85, 127061);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 358, 67589);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 47, 38101);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 309, 29376);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 425, 81532);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 493, 62941);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 141, 128044);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 176, 122663);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 428, 127860);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 270, 13061);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 108, 90156);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 36, 26948);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 215, 43332);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 333, 97204);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 197, 87935);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 182, 29720);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 176, 99385);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 378, 110768);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 248, 38928);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 145, 58043);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 56, 52488);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 376, 79472);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 252, 21080);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 5, 76887);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 247, 36538);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 314, 102708);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 242, 119969);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 352, 30464);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 280, 84652);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 361, 65074);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 241, 29393);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 464, 66658);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 194, 110805);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 199, 83702);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 215, 139390);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 251, 21321);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 495, 23625);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 38, 72049);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 304, 100821);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 224, 36236);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 80, 140084);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 122, 32904);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 227, 26347);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 178, 116237);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 277, 78439);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 171, 139974);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 234, 47725);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 400, 123932);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 152, 84324);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 391, 114918);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 465, 17466);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 252, 138433);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 467, 140134);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 326, 33296);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 58, 146);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 394, 141292);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 243, 30215);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 186, 1224);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 399, 54329);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 79, 11687);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 286, 42126);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 171, 118355);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 196, 120671);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 76, 10836);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 150, 33732);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 187, 97181);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 117, 79163);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 316, 144335);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 150, 8306);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 85, 68020);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 150, 26546);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 51, 128204);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 237, 99571);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 276, 139100);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 484, 132683);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 344, 12585);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 166, 7777);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 46, 147809);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 450, 42874);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 224, 128815);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 372, 132366);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 229, 100156);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 88, 50528);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 466, 30591);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 115, 70719);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 477, 29378);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 203, 32702);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 274, 15575);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 182, 17411);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 357, 68472);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 176, 95281);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 81, 53894);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 84, 71323);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 217, 101996);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 304, 85167);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 493, 147906);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 73, 52008);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 222, 65812);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 495, 124756);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 395, 108247);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 58, 1729);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 388, 136910);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 254, 104005);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 74, 24480);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 45, 86602);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 171, 96911);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 28, 128059);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 312, 91545);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 447, 6460);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 214, 105403);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 57, 79548);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 361, 11428);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 29, 63582);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 382, 24504);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 441, 95631);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 112, 100732);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 41, 96132);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 362, 110460);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 390, 122587);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 37, 118225);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 274, 34187);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 113, 75961);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 324, 119571);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 493, 121571);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 179, 46708);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 355, 82525);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 375, 71706);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 34, 86244);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 41, 26875);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 17, 62462);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 166, 51110);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 26, 23917);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 245, 36708);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 97, 89209);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 345, 104527);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 344, 69923);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 92, 40757);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 1, 117394);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 176, 117368);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 126, 2398);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 348, 93875);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 423, 2523);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 425, 13067);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 40, 138382);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 500, 35998);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 357, 149677);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 403, 109387);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 275, 59589);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 221, 121529);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 215, 6059);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 177, 22095);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 393, 51828);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 256, 74369);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 414, 26763);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 209, 84273);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 474, 145490);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 446, 122127);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 329, 68537);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 46, 144547);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 44, 136650);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 108, 74639);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 45, 138028);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 91, 67280);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 176, 84773);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 8, 50931);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 61, 117292);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 390, 139269);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 105, 104705);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 234, 87742);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 412, 109118);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 277, 91541);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 462, 114329);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 344, 88461);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (2, 474, 141193);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 237, 61262);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 204, 126475);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 414, 52798);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 170, 25774);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 456, 134711);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 19, 80265);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 389, 52073);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 242, 127355);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 462, 11762);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 422, 53713);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 188, 46880);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 454, 90883);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 436, 146383);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 70, 126753);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 355, 52288);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 315, 10932);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 146, 60431);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 171, 44457);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 472, 71390);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 251, 149428);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 172, 124418);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 62, 91204);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 347, 92534);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 136, 23320);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 289, 86283);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 141, 24215);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 387, 15127);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 50, 47942);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 71, 12387);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 324, 66315);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 184, 123512);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 113, 41598);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 102, 63152);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 491, 135222);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 40, 69551);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 1, 43706);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 95, 4232);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 52, 17746);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 346, 28031);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 298, 114272);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 111, 103712);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 104, 80318);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 374, 48990);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 147, 77891);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 415, 90921);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (9, 286, 49261);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 80, 130268);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 433, 94808);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (15, 345, 35704);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 79, 104697);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 225, 35419);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 260, 113897);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 179, 136356);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (14, 253, 24467);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 16, 19227);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (8, 237, 94428);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (1, 239, 53160);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 205, 132388);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (5, 302, 103179);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (13, 74, 56559);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 61, 36876);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 406, 77516);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 138, 9400);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 348, 36355);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (7, 298, 32608);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 57, 132653);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (11, 93, 103109);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (3, 54, 25048);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (16, 162, 76035);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 450, 63419);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 126, 144809);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 13, 40414);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 438, 70590);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (4, 145, 63627);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 384, 15553);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (6, 243, 51301);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (10, 150, 137665);
insert into дополнительные_документы (ид_достижения, ид_вуза, ид_абитуриента) values (12, 162, 137431);
