insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (94, 'спонсор', 'winthrop@jo', '10726300656');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (337, 'столовая', 'cuong@ilhuitl', '13412803905');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (147, 'столовая', 'sandor@randell', '17780242983');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (265, 'миграционная служба', 'art@aanjay', '14398544928');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (420, 'спонсор', 'tia@annika', '12904260599');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (325, 'приёмная комиссия', 'marlaina@jenny', '18727414292');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (320, 'столовая', 'rald@birch', '13184135495');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (411, 'приёмная комиссия', 'derrall@njemile', '14929355692');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (36, 'спонсор', 'jackson@mairead', '18209372224');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (313, 'миграционная служба', 'teriana@achak', '13531708215');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (358, 'приёмная комиссия', 'riobard@teva', '19453167627');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (406, 'спонсор', 'treven@herbert', '18801423292');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (448, 'приёмная комиссия', 'deogol@amott', '14827632413');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (193, 'миграционная служба', 'talibah@sophia', '10422399697');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (38, 'спонсор', 'amelia@calbert', '10008330619');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (163, 'столовая', 'janaye@thuc', '12593142262');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (111, 'ректор', 'hurley@fiamain', '19615174138');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (478, 'ректор', 'royden@ayrwode', '12497312970');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (214, 'столовая', 'alys@arnaud', '16834641951');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (13, 'миграционная служба', 'frasco@ehawee', '12089672817');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (273, 'ректор', 'christolonsoelle@moyolehuani', '13249937774');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (51, 'спонсор', 'forrest@avalon', '16232516654');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (430, 'спонсор', 'marlyssa@kimo', '12419276905');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (230, 'ректор', 'pahana@siraj-al-leil', '16774286828');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (381, 'спонсор', 'talayeh@rafael', '14047418974');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (314, 'столовая', 'sigfreid@bothain', '19825204558');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (184, 'миграционная служба', 'darci@margawse', '17902590426');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (168, 'приёмная комиссия', 'rowe@pelles', '11678315398');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (232, 'столовая', 'thanh ha@danon', '12441975542');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (303, 'миграционная служба', 'lodyma@daron', '15253358772');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (226, 'столовая', 'cairbre@esma', '16457229828');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (383, 'миграционная служба', 'skena@loc', '12091706508');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (394, 'приёмная комиссия', 'tacy@tory', '19001432573');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (314, 'ректор', 'brooklynne@shalom', '16570813149');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (159, 'столовая', 'bradly@kaia', '14006238465');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (162, 'миграционная служба', 'noach@meccus', '16685039908');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (470, 'миграционная служба', 'seif@cora', '18969673035');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (265, 'спонсор', 'caellum@kirkor', '15286409753');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (305, 'спонсор', 'natalee@bradshaw', '19049255848');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (420, 'столовая', 'chryses@tirell', '13705166954');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (139, 'столовая', 'marleene@gerald', '18021356748');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (365, 'приёмная комиссия', 'lendell@jeannell', '16068519786');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (68, 'миграционная служба', 'mariam@farhan', '19586618202');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (14, 'приёмная комиссия', 'mario@traveon', '13080473200');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (347, 'ректор', 'niklas@hestia', '17164867856');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (218, 'приёмная комиссия', 'adriel@amie', '12471279798');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (221, 'спонсор', 'aidan@elgine', '17914372091');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (182, 'миграционная служба', 'shey@gloriane', '14508094383');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (116, 'миграционная служба', 'ocnus@clarimond', '19544035984');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (470, 'миграционная служба', 'cipriana@deems', '12896471710');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (92, 'столовая', 'agustin@talford', '13408915875');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (53, 'столовая', 'lucette@harlow', '17894235497');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (19, 'миграционная служба', 'alula@din', '18266133689');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (440, 'приёмная комиссия', 'owin@augwys', '11585052586');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (403, 'ректор', 'joslyn@calhoun', '19328180171');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (82, 'спонсор', 'dympna@graent', '17880079845');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (356, 'спонсор', 'malcolm@zeeman', '12323109391');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (38, 'приёмная комиссия', 'neron@rasmus', '18074917750');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (301, 'миграционная служба', 'damon@parlan', '12126973429');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (215, 'спонсор', 'kabaka@bartolome', '18609596936');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (89, 'столовая', 'fane@hoc', '17174960801');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (275, 'ректор', 'dani@mallory', '11266561947');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (410, 'ректор', 'ripley@forrester', '10817310856');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (335, 'ректор', 'sitsi@isolde', '18381888540');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (249, 'приёмная комиссия', 'tristin@kaherdin', '17628611185');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (455, 'миграционная служба', 'madisyn@zuberi', '11005877368');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (184, 'столовая', 'wulfsige@briann', '19500254512');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (311, 'спонсор', 'saleh@caine', '16379542594');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (24, 'приёмная комиссия', 'earnest@anwar', '13272606888');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (475, 'ректор', 'lughaidh@zalika', '10923406932');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (137, 'столовая', 'genaya@dacian', '18353991947');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (135, 'столовая', 'dax@bede', '15275786106');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (26, 'ректор', 'richardo@karlee', '10917398377');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (53, 'приёмная комиссия', 'keller@teyen', '11161954362');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (488, 'спонсор', 'bartley@garett', '17083589046');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (272, 'приёмная комиссия', 'davion@ealhhard', '14197064186');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (16, 'ректор', 'court@tristian', '14242930710');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (406, 'столовая', 'fay@aretina', '18579517639');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (448, 'приёмная комиссия', 'evika@besyrwan', '10121047807');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (395, 'приёмная комиссия', 'leroi@creusa', '16253995490');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (135, 'приёмная комиссия', 'tyrianne@eallison', '18169716165');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (359, 'приёмная комиссия', 'colette@liriel', '15032109211');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (382, 'ректор', 'rayman@fanetta', '14710010332');
insert into контакты_вуза (ид_вуза, название, e_mail, телефон) values (369, 'приёмная комиссия', 'jana@ejnar', '13652484338');
